class,tweet
1,I get bitches on tinder
1,I get gwop now that bitch remember me
1,I get more nudes than all you bitches &#128526;
1,I get so deep in that pussy i touch the back of her soul!!!
1,I give my niggas hope and sell these bitches dreams!
1,"I give off the Selfish little bitch vibe, but if you get to actually know me I tend to put others before myself 24/7"
1,I gonna start unfollowing angry bitches. Shit is mad depressing
1,"I got .05"" of rain yesterday including the bird shit in my gauge."
1,"I got 2 bitches if them bitches snitching then finger itchin. shot em the kitchen, Makem wash the dishes."
1,I got 7 A's &amp; a B on my progress report &amp; I still be touchin Bands &#128514;&#128557; bitch get like me &#128527;&#128175;
1,"I got 99 problems and a bitch ain't one...
She's all 99, I think I need a sub machine gun #gratata"
1,I got 99 problems but a bitch ain't 1!
1,I got 99 problems but a bitch ain't one
1,"I got 99 problems but a bitch aint one, she's all 99 of em I need a michane gun"
1,I got 99 problems but a pussy ass bitch ain't one ;)
1,I got California love fuckin bitches to that pop shit
1,I got I.s.s Friday for refusing to give up my phone these bitches can kiss my ass cause there not getting it
1,"I got a Lambo, 2 doors. 2 seater, 2 hoes.. Yokohamas, no vogues. Man that bitch beautiful. - @jesus"
1,"I got a Spanish bitch, her name Nina #paranoid"
1,I got a cousin thats rollin ... Got a bitch in tha hoovers
1,"I got a gang of old ass drafts, all trash"
1,I got a main bitch I got new hoe love my Ak but I got my .44
1,I got a measly 506 followers on Instagram that's probably why these bitches ain't takin me serious
1,I got a missed call from your bitch &#128514;
1,"I got a something that pays me 2 Hunnit every week , only real bitches kno how to manage money &#9829;"
1,I got a surprise for you bitches
1,"I got a thick ass neck, tho. 17 1/2 or 18 on these hoes. Can't zip my half zip fleece out this bitch."
1,"I got ass cheeks on my white tee, all these hoes keep grindin on me"
1,I got bad bitches on stand by
1,I got bitches geekin sneaking cocaina cross the customs &#128131;
1,I got bitches nervous like virgins flirtin wit uncle mervin
1,"I got bitches on my dick

They just ain't here yet nigga"
1,I got bitches tho.. That's all I got.
1,I got every reason to feel like I'm that bitch
1,I got good credit. So my bitch credit gotta match mine
1,I got hella hoes
1,I got hoes I got fuckin hoes I got fuckin hoes !!!
1,I got hoes in different area codes
1,I got hoes. I got hoes. I got hoes. I got hoes.
1,I got lean I got work I got bands my nigguh
1,I got money and hoes money and hoes
1,I got more private tracks than public on my soundcloud. I needa finish these joints so i can sick em on yall hoes
1,I got more trust in drugs then these dumb ass bitches
1,I got my dawg Norris some blue flames for his bday dat bitch couldn't even drink it.... but u no Pop alcoholic ass downed it
1,"I got my mind on my money, all I needs a bad bitch so I can ride round the city and spend this cash with"
1,"I got my own legacy bitches, fuck yall legacy @ChavoDaGreat @JacobRyanBruhn"
1,"I got my own rhythm and stroke patterns when I'm bout to nut, be still bitch."
1,I got no patience for hoes actin lame ima stop fuckin wit yo ass quick asl
1,"I got no pic up lines I stay on my grind I tell a bitch all the time ""bitch get in my car "" I got my 64 Ridin on Dayton spokes !"
1,I got no respect for hoe shit
1,"I got so many horses , all the hoes say that its gorgeous ... 

In tha air dats where my doors issssss"
1,I got some bitch ass coworkers. I stay late every day last week I don't complain about them mfs. They stay late they send emails that I left
1,I got some lightskin pussy one time and the bitch damn near had me bout to propose.
1,I got some yard work i need done....you got me? RT @MidCityAce: Control your excitement sir... &#8220;@11wdNICK: Lets gooooo Teena bitch!!!&#8221;
1,"I got something for your ass, keep thinking I'm pussy"
1,I got soo many funny pictures from yesterday &#128514;&#128557; bitches was fucced
1,"I got the streets in a head lock, I got yo bitch in a leg lock"
1,I got the streets ina headlock i got yo bitch ina leg lock i do not fuck with the fed cops!! &#10060;
1,"I got the streets ina headlock, i got yo bitch ina leg lock!"
1,I got the streetz ina head lock...i got yo bitch ina leg lock!
1,I got these 5 dominican hoes that randomly hit me up every so often &amp; can't tell if they like me or tryna rob me.
1,I got this root beer chillin in the fridge imma crack that bitch open in a few
1,I got yo bitch dick whipped
1,I got. A lot. Of hoes.... All up on my dick
1,I gotta a bad bitch and all she do is bake cookies
1,I gotta admit i used tell bitches everything they wanted to hear Bighead change my ways a lil bit
1,I gotta bad bitch. always got her hair fixed. always n the mall wit her friends buying outfits
1,I gotta big head yah bitch I think it's crown sized
1,I gotta bitch to suck my dick till I nut spit it on my gut and slurp that shit back up ain't that a slut
1,I gotta bottle of liq at the crib when I get off I'm hitting dat bitch bare&#128553;... the liq dat is!!!
1,I gotta get it while da gettin good my nigguh
1,I gotta give De Blasio credit. He is a man of his word. Nypd can't arrest niggas for weed anymore hahahaha fuuuuuck yoouuuuu bitch
1,I grew up ina jungle wit the gorilla snakes &amp; bird ass niggas &#128018;&#128013;&#128038;
1,I grew up with niggahs don't trust no niggah no love for niggahs
1,I guarantee there will b some hot twats out tonight in dresses with no leggings and open toed shoes.
1,I guess I just come off as a bitch to people &#128529;
1,I guess bitches got it twisted and think I'm weak or something.. Do I look weak? Do I look scary? Do I look like somebody you finna pick w|?
1,I guess niccas think if they owe you money for so long you'll forget! &#128530;&#128530;
1,I guess none of deez rappin ass niggas wanna throw dem bitches wit da big homie @gucci1017
1,I guess that OH was a bitch I don't! Ha
1,I had 14 fags in the space ae 3 hours? Excuse me? #confused #wheresshitgoing
1,I had a date wit Irene nd that bitch stood me up matter of fact she stood da whole city up thanx you fucking Cunt Irene up ur ass no grease
1,"I had a dope ass parlay this week with San Fran... woulda won, but them hoes ran back the pick 6. SHIT BE RIGGED YO!"
1,"I had a dream I was in 4th grade again with my class except as my current self and remember thinking ""you're crazy, you become a hoe, moron"""
1,"I had a dumbass dr do that on a c-4, I was just like this dumb bitch"
1,"I had liked this one bitch but, she always was in some shit causing some fucking drama"
1,"I had the boldest side hoes, come out to me I front of my girl nd start touchin a nigguh"
1,I had to hug the block. You bitches just wave at it
1,"I had to tell a bitch, I WANT THE LOVEEEEE"
1,I had to unfollow some crazy asian bitch earlier lol I don't play
1,I had wack dick until I started messing with white hoes. They stuck around &amp; let a young goon practice on em.
1,I hardly text back so these hoes love to phone me
1,"I hate a "" think she know how to out head type bitch foh """
1,"I hate a ""Hacked at 20k"" ass hoe.."
1,"I hate a ""I used to talk to her/him"" nigga or bitch like foh hater &#128530; we never talked u jus know em"
1,"I hate a bitch that love a bitch that say she love a nigga too
Confused ass bitch What you gon' do?
Is you gay bitch? Is you straight bitch?"
1,I hate a don't get shit done ass nigguh
1,"I hate a extra ass bitch or an extra ass nigga . you're doing too much , just stop . It's unnecessary ."
1,I hate a nosey bitch like mind yah business
1,I hate a ol fat disgusting Walmart working ass bitch.....
1,I hate a stuck up bitch. Likeeee stfu. You ain't shit special.
1,I hate a trash bad bitch
1,I hate a wishy washy bitch
1,I hate baldheadass bitches &#128529; https://t.co/rs9jj9PSc3
1,I hate bitch made niggas that think as soon as they get some pussy theyre bad ass. Youre 18 as a junior and you bang freshman. #bitchnigga
1,I hate bitches but ugly and//or fat bitches are the worst
1,I hate bitches that fish for compliments
1,I hate bitches that have attitudes all the time
1,"I hate bitches that wear those fake ass ray bans, they're only $100 stop being cheap."
1,I hate bitches who thinks everyone wants their nasty ass like no &#9995; you're not cute &#128530;
1,I hate bitches with bad eyebrows
1,I hate bitches with thick eyebrows
1,I hate bitches. Thirsty ass bitches
1,"I hate drinking by myself. Everyone's so fucking boring now. Fuck you guys, I'll be fun by myself pussies &#9996;&#65039;"
1,"I hate females that push their asses out as they walk. You know you look like a retarded Flamingo, right?"
1,I hate ghetto bitches with a passion..
1,I hate going to parties where really fat bitches go and act like theyre the shit because theyre at the party. Like damn Nessie im here too
1,I hate hoes
1,"I hate hoes who be looking all nice nshit with their hair and nails done, but they kids look like they BARELY survived a tornado"
1,"I hate how girls bitch about 

E V E R Y T H I N G"
1,"I hate people who talk loud, ignorant ass mother fuckers and ghetto people."
1,I hate pretty bitches that chill with lame niggas
1,I hate pulling into stores. Niggas be staring like they never seen a bitch drive a car with rims and a system. .
1,I hate pumpkin flavored items you other white bitches are crazy they're nasty &#128567;
1,I hate ratchet country hoes I'm ashamed
1,I hate self-rightous Black bitches.
1,I hate self-rightous bitches in general but my people really get on my fucking nerve sometimes.
1,I hate stupid bitches who cry for stupid reasons
1,"I hate takin out the trash, I always be expecting a big ass dog to be in the alley or like a raccoon to jump out the dumpster"
1,I hate texting boring bitches
1,I hate that hoe ... She ain't bout shit
1,I hate that hoe oml &#128074;&#128074;&#128074;&#128074;&#128545;
1,I hate that one random tear that comes out when you haven't blinked &#128560;like nigga stop being a bitch &#128162;
1,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.
1,"I hate the f-ing bus, I hate the f-ing bus, high ho the dairy-0 I hate the f-ing bus!"
1,I hate these hoes that look thick from the front them she pass u &amp; her ass be missing
1,I hate this cookie built bitch &#128514;
1,I hate those kids in your class that are always complaining and just being a bitch/douche to the teacher
1,"I hate tht hoe I make it SO hard just to talk, dont I? I get off topic, Dont I??
 I get it poppin, Dont I? I'll end up stoppin, Wont I?"
1,I hate twitter. Just a bunch of sexy bitches I can't have
1,I hate txtn this niggah man lol @YR_Killem
1,"I hate when I see a thick bitch on Instagram, then she show up looking like a teddy graham."
1,"I hate when I upload a pic with a caption that says ""me and my son"" and someone asks ""omg is that your son?"" ...No bitch I found him outside"
1,"I hate when a bitch can't take a compliment: ""You're so pretty"" ""No I'm not, I'm ugly"" ""WELL SHIT, YOU UGLY THEN, DAMN....."
1,I hate when a bitch got fucked up teeth and she trynna smile in her pictures tf lmfao
1,"I hate when a girls all ""I'm single and I do single shit (be a lil thottie) cuff me if you have a problem"" like bitch I'll RKO your ass"
1,"I hate when bitches ""been thinking"" smh"
1,"I hate when bitches be like ""I love him so much 11/2/2012&lt;3!!!"""
1,I hate when bitches get lame &#128078;
1,"I hate when bitches keep saying ""yassss like"" like bitch u sound stupid stfu"
1,I hate when bitches only wanna talk to me is when their bf breaks up with them or theyre on break with their bf. No nigga. Fuck out my inbox
1,I hate when bitches post pictures with other cute bitches and don't tag em in it. That's low key very selfish as fuck
1,"I hate when bitches say ""bro"" and ""bruh"""
1,"I hate when bitches think you expect something in return for buying them a cheap ass gift or food. This is MY life, let me live!"
1,I hate when bitches try to talk shit with chipped nails
1,I hate when cute ass girls have wack af boyfriends like bitch youre settlling. Quit your settling and be with a real nigga
1,"I hate when girls say ""I'm single but my heart is taken"" bitch, that nigga don't love you, hoe. Move on."
1,"I hate when girls say ""I'm single but my heart is taken"" bitch, that nigga don't love you. move on !!!"
1,"I hate when girls say ""forever alone"" like shut up your ""forever a hoe"" not forever alone so shut up before I get your dick breath on me"
1,I hate when hoes try to play the wifey roll
1,"I hate when hoes tweet about ""hoes""...? Okay, that aint hypocritical"
1,I hate when i see a cold hoe tryna kick knowledge
1,I hate when my best friend gets a new bitch and barely chills with me
1,I hate when niggas come up to me and tell me they got this bitch off twitter or got her and it be a bitch I fuc wit lol smh
1,I hate when people ask if I shoot up!! I don't need that pussy shit to be bigger than you unswole niggas&#128075;
1,"I hate when people call me ""mate"". Were not in England you fucking twat"
1,I hate when people have terrible coping skills and complain too much. Oh your mom died? How about you stop being a pussy.
1,I hate when people just randomly stop talking to you like give me a reason bitch
1,I hate when people organize plans and you end up reaching the destination before them...bitch don't ask me if I'm here
1,I hate when people tweef and then delete the tweets. like yalls some hoes for that . I'm trying to read them
1,"I hate when ppl break up a fight like idc if they best friends, sisters, whatever let them bitches fight ctfuu"
1,"I hate when ppl come to my house and make a mess in the bathroom, like bitch do I come to your house and play in the sink? noooo"
1,I hate when those little white kids try and act black. Like bitch YOU ARE WHITE
1,I hate yal I'd delete my twitter if I had somethin better to do bitch ass niggas
1,I have 0 hoes &#128588;
1,I have a bitch face and a bitch voice to match it so its kinda hard making friends.
1,I have all these EXTRA ASS unnecessary clothes &amp; cay wanna act like a lit hoe.
1,"I have better things to do, like drive my yellow fucking Lamborghini"
1,I have finally come to terms with the fact I am at my highest bitch level when I don't eat! #needaSnickersanda2piece
1,"I have my work done a day after i get it, and everybody else be Scramblin' on Sunday. this the day of rest bitches.."
1,I have no hoes man. I don't need those though &#128564;
1,I have no respect for people who cheat that shits just retarded
1,I have officially earned my right to bitch about things for the next two years! Yay!
1,I have one more day of fucking school. God nansemond is fucking retarded
1,I have such a horrible perspective of time. I think I might be retarded smh
1,I have them bitches runnin wen dat pipe come DAMN
1,I have to hide these bitches or my sister gets them and eats all of them &#128520;
1,"I have to stop using ""bitch"" so often in my everyday conversations"
1,"I have to tell you a secret,
""your a stupid hoe"""
1,I have yet to understand why so many bytches getting the bull piercing? It's called a septic or something like that ...
1,I haven't been called ugly once my whole life tho RT @ayylmaoanod: guys who refer to women as bitches are so ugly to me lmao u disgust me
1,I heard bitches commit sins for Chipotle
1,"I heard rumors of a vile, hideous, traitorous bitch named Pelosi parading around w/ illegal aliens while Vets get the shaft. #bloodboiling"
1,I heard she pops pussy on the low
1,I heard them same pussy niggas hatin !
1,I hit raw while im listening to papoose
1,"I honestly don't understand why men love to bash the women that make them feel good. ""She sucked my dick soooo goood. She a ho!"" -__-"
1,"I hope i trip and fall into some pussy, tunechi"
1,I hope out making they moneyy..lol RT @Broski5519: Aye... whr da hoes at..????
1,I hope you all accidentally get a fat black bitch pregnant
1,I hope you realize that your both retarded
1,"I hope you wrapping it up! Give that pussy a break! All them niggas you fuckin, never been on a date &#128553;"
1,I impress da young white girl next doe by taking out my giant negro thang and usin it to flip da hamburgers for da #KoolQueefTribute&#160;
1,I jus wanna live good stay fresh and fuck bad bitches! &#128076;&#128175;
1,"I jus wanna smoke, rub on a bitch booty n bump ""These Days..."""
1,I jus wanna watch this last episode of orange is the new black but Netflix jus wants to be a bitch &#128530;
1,I just be chillin tho .... I don't fuck w/ hoes or hoe niggas so I don't know about how they operate ... Maybe I'm wrong
1,I just be fucking these bitches these niggas be cuffin these hoes
1,I just bitch slapped my brother
1,I just bought a Bentley and a bitch came wit it
1,I just can't date a ghetto ass girl bruh
1,I just can't imagine myself being albino haha
1,I just caught this fat bitch slippin taking a selfie
1,I just cracked my motherfuckin phone god damn I feel like punching a bitch in the motherfuckin throat
1,I just dodged a bullet from a crazy bitch
1,I just don't get why none of you people talk back to me..i guess you follow me for the #s in hopes I follow back but shit. talk to a cracker
1,I just fell in love. Just saw the baddest bitch driving a 2014 e350 amg coupe &#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;
1,I just fucked an albino. It was weird because it was like a white body impersonating a black voice....... like Iggy Azalea
1,I just getting started oh ya we got it bitch.
1,I just got so hype haha lets go!!!! Beat the shit out dat pussy ass niqqa
1,"I just heard my mom go ""she is up"" v annoyed bitch the fuck you expect I slept for how long and now I'm hungry bye felecia"
1,I just herd the most random and. Creepiest sound.... Da fuck is going on outside my windows... I'm not looking out that bitch.
1,"I just love that ""tweaking hoe tweaking hoe song that's the only part I no &#128584; wee be getting money so we ball out some sme sme"
1,I just might get to these riches I might go broke on these bitches
1,I just need to know what that pussy like so one time is fine with me - drizzy lol
1,"I just read prolly 11 tweets from 11 different girls about how their looong relationship ended today.. Daaaamn.. ""Yo hoe will get SLAYED"""
1,I just seen a hit bitch call a hit bitch ugly .. that shit be funny ctfu
1,I just seen the ugliest bitch in commercial history on Monday night football
1,I just seen your main bitch I might fuck with her
1,I just touched down on that pussy
1,I just wanna fuck bad bitches
1,I just wanna get lifted &amp; fuck exotic bitches!
1,I just wanna slap a couple of y'all bitches
1,"I just wanna touch da bitch, fuck da bitch, Like a bud don't trust the bitch."
1,I just wanna travel the world with my bitches &#128553;
1,I just want a girl that'll be a hoe for me that's all
1,I just want the bad hoes and I wanna reach the children
1,I just want to beat the fuck out of everyone that stares at me like bitch STAHP
1,I just wish I had a girlfriend to come home to after a long night of fuckin wit bitches in the club
1,I just wish some females would look in the mirror b4 they hop on social networks &amp; talk down on hoes.
1,"I just wrote a dawg ass essay, &amp; was working on the bibliography &amp; my laptop froze. Im kill a bitch if it gets lost, cause I hadnt saved it."
1,I keep seeing hoes call other hoes..hoes I be confused
1,"I keep the baddest hoes, stay fresh from head to toe"
1,I keep these hoes in check until they bounce
1,I knew a New Orleans nig would say something crazy lol
1,I kno it's upside down cunt http://t.co/qF0EXo9m5O
1,I know I talk a lot of shit but bitch best believe I can back that shit up.
1,I know If I don't move out by next year my mom gonna bitch at me the whole time I live with her
1,I know OG niggaz and bitches
1,"I know Outback when I see Outback, hoe."
1,I know a lot of using ass hoes that just want bread an wheels from nigga go grind bitch&#10071;
1,I know bitches be mad as shit when they friends borrow their clothes &amp; its a bunch of girls in her IG comments sayin how cute the outfit is
1,I know bitches who sell pussy for 3.5's
1,"I know how it feels to not have shit, believe me. I was born in the heart of LA. It don't get anymore ghetto than that"
1,I know im not the only niggah that saw that
1,"I know shit about everybody , I just don't care enough to speak on it but I suggest you bitches watch it forreal ."
1,I know some ratchet bitches and they rep the North side
1,"I know that karma too real, so I hope you doing cool.. but still stupid ass bitch, I ain't fuckin' w you."
1,I know that karma's too real so I hope you doin' cool.. But still stupid ass bitch I ain't fuckin' with you.
1,I know these hoes
1,I know these niglets heard me screaming &#128514;&#128514;
1,I know this one hoe on twitter right now that's catfishin shit !!!!!
1,"I know when Woods, Kofi and Big E were forming up, R.Truth was like ""Ain't that a bitch"" #FROhorsemen"
1,"I know when bitches discuss me in a group message the words ""asshole"" ""cute"" and ""douche bag"" are abused excessively"
1,I know yall bitches tell yall selfs #WWHD what would hustlelinaa do &#128514; cuz yall asses stay following me &#128527;
1,I know you bitches is hating on the low. Why me tho? Its way more niggaz in this world that can afford it.
1,I know you seeeeen my faceeeee gon send a bitch maa wayyyy
1,I knw these bitch niggas frm way back... if u was ah pussy in 2000 u ah pussy now!!!
1,I l8v3 fuckin wit this nigga he getting all emotional he remind me of my bitch is that you Blake (50&#8230; http://t.co/vJCf0R6thU
1,I laugh at this bitch
1,"I learned that every bad bitch comes wit mood swings just like mortal kombat, Liu Kang, so true mane"
1,I let all of em go...&#128586; RT @Peachpapayya: If u got two hoes u need to let one go
1,I let hoes make it too much
1,I lied the fair isn't the only place Reno girls dress up like cowgirl sluts NITC hash tag bitches
1,I like a cool bad bitch. She know she sexy but her attitude is like ehh whatever &#128533;&#128530;
1,I like a hoe that like a hoe just for my amusement
1,I like all the kids on beyond scared straight acting like they are hard ass gangsters end up leaving balling their eyes out like bitches lol
1,I like bad bitches cause they like bad bitches too
1,I like bad bitches cause they like bad bitches too &#128525;&#128525;&#128536; hay stunna http://t.co/rN0vRZfL6l
1,I like bad bitches thats my fucking problem
1,"I like beamers benzes and porches, i like my bitches imported"
1,"I like being teased, dont give me the pussy too fast"
1,I like bitches that like bitches
1,I like bitches with &#128184;
1,I like chilling with your bitch and I like fucking her.
1,"I like good weed, I like bad bitches that can roll it.."
1,I like herbal tea bitches no matter if anyone else does.
1,I like how cays mf ass favorited my tweet but didn't text me bacc &#128514; hate that hoe.
1,I like it when you call me McSully I like when bad bitches pour honey on my silky body it's not even the 90s
1,"I like it. Folks act like the word ""negro"" is the equivalent of porch monkey or spear chucker. It's not. No real&#8230;"
1,I like my bitches bad wit a Lil attitude
1,"I like my bitches simple 
laid back relaxed your mental http://t.co/xyNGDzLDRb"
1,"I like my seat down low and my window slightly cracked, riding wit a bad hoe wit her girlfriend in the back"
1,I like saying the word pussy hoe ion no why!!!
1,I like to butt fuck fine ladies. Will I choke hold a bitch? Well maybe #55
1,"I like weed brownies and cookies, im straight but seein crooked, got muh trippy kit hope i trip and fal into some pussy #tunchei"
1,"I liked a @YouTube video http://t.co/oDnPOpL2oF Conor McGregor trash talking Chad Mendes: ""I can rest my balls on your forehead"""
1,I literally just looked bc this kids a pussy..
1,I live in the fast lane bitch
1,I look better on your bitch than her outfit on my floor @justinmiculka01 #myboy
1,I look like Denzel when I tilt my head to the side too bitch
1,I looked retarded
1,"I lose OVO followers every year. 100 bitches unfollowed me because of my ""Hold On We're Going Home"" rants. A HOE ATHEM is a hoe anthem"
1,I lost all my respect for my brother cause you acting like a straight up bitch
1,"I lost it. ""you think you're too good for me? you paper bitch!"" and I fell on the bed and I fell off the bed and I slept on the floor."
1,"I lost partners , bitches , money... But I never lost my mind"
1,I lost something more important than myself last year so EXCUSE ME for being a little selfish bitch &#9996;&#65039;&#128530;
1,I love Asian bitches
1,I love German. I wish Nansemonds bitch ass had it
1,I love a bitch with racks of her own
1,I love all my bitches. And Im ridin for all my bitches no matter what.
1,I love bad bitches &#128525;&#128525;&#128525;
1,"I love bad bitches it my fucking hobby, and yeah they're on all fours like a fucking doggy.."
1,I love bad bitches that's my fuckin problem.
1,I love bad bitches thats my fuckin problem forreal real shit i cant even help it
1,"I love faggots!!! Absolutely love them, especially the ones that can dress to the tea &#128525;&#128525;&#128129;"
1,I love fat bitches
1,I love fat bitches. That's my fucking problem. @RooDee_Poo
1,I love flirting with money don't no other bitch get my time or my eye&#128527;&#128527;
1,I love going to @Walmart and looking at #guns with my wife. We talk about them in Spanish as the rednecks stare at us and reconsider #2A.
1,I love how Everybody bitches about heat fans when we win but if they lose all the haters are 10x more obnoxious
1,I love how bitches be talkin how the single life is the best life then bitchin and complaining how they need a boyfriend #WTF
1,I love how hoes be like omg warped tour yayyyyy #gaaaaaaaaaaaay
1,I love how my brother actually tries to understand his girl and see her point of view when they argue instead of being a bitch about it .
1,I love how people use twitter to just bitch an complain #fuckyou
1,I love living in Minnesota. The weather is bad enough for people to bitch about it but we don't have anything serious. Stay safe east coast
1,"I love me some fresh pussy, all you can eat buffet."
1,I love money fuc a bitch I won't stress myself !
1,I love my haters they my biggest fans... I'm on the field dem bitches in the stands!!!
1,I love these stupid holiday commercials... you thought you were going to get a car? Nope bitch you got an ugly ass sweater
1,"I love this bitch , he's dear to my heart."
1,I love this ho @nerissaloren http://t.co/I5obSnjj
1,I love to eat pussy! #love #investment
1,I love to feed the pussy
1,I love when girls pass up the guys who want Something real and to treat them right for the guy who just uses em cuz then they bitch about it
1,I love when my friends let me use their phones to stalk the bitch that blocked me on Facebook.
1,I love when my mom goes to the grocery store until she gets home and I have to carry it all in. Then it sucks monkey nuts
1,"I love when people bitch about athletes being payed to much.

Like they'd turn down millions

What the fuck ever!"
1,I love when the pussy smacking an it sound like u mixing spaghetti&#128541;
1,I love you my nigguh but your a grown ass man https://t.co/utZj6I5Uhj
1,I loved her as much and as long as I could ma niggah .
1,I made ya bitch sicc wit that one &#128514;
1,I made you bitch
1,I make bitches fly like Peter Pan do
1,I masturbated into the lingerie catalog out of spite. how dare she throw it in the trash before I get to look at it!
1,I mean I like to get nasty but tooting my ass up in a bitch face ain't in my freaky zone
1,"I mean if a bitch whilin out, she gone get knocked tf out"
1,"I mean if she a cunt, then she a cunt. It happens."
1,I mean we can get married. As long we can sign a prenuptial agreement. It's 2014 bitch.
1,"I mean. I guess I start using this again, since faggot Facebook blocked me for saying mean things to lady gaga"
1,I meant bitch niggas
1,"I might freak the bitch, but dont need the bitch&#128080;"
1,I miss Britt god damn bitch real nigga over here baby &#128129;&#128526;&#128588;&#128581;&#128175;&#128079;&#128584;
1,I miss having Jihadist bitches in my crosshairs... Ahhh the good ol days...
1,"I miss her but I can't bitch I was the one who fucked up, whatever"
1,I miss my fag friends
1,I miss my flip phone .. That bitch never died
1,"I miss you being a wee cheeky cunt to me, sad times #missAbby"
1,I moved that niggah anyways.
1,I must be a bitch
1,"I must have pissed this nigga off aha um, because he my hoe &amp; he acting OUTTA line &#128514;&#128557;"
1,I name my niggas after nba playersmy nigga larry bird is a strait fuckin#shooter
1,I named my dick the truth Cuz bitches can't handle it lmao
1,"I named my penis ""The Truth"" because bitches can't handle it."
1,I need a Belgian waffle and a couple bad bitches
1,I need a bad bitch thats gon treat me good
1,I need a bitch
1,I need a bitch &#128533;
1,I need a bitch to drop it down for me lol
1,I need a bitch to go down like I need a beat
1,I need a bitch to top me till I get sleepy &#128564;
1,I need a girl from Jamaica I can't fuck with these basic black bitches
1,I need a new bitch
1,I need a trippy bitch I ain't wit that cute shit
1,I need me a bitch
1,I need me a real loyal ass bitch &#128525;&#128553;&#128530;&#128548;&#128175;
1,"I need one of those ""research"" street signs near usaa . Hang that bitch above my bed lol"
1,"I need some good pussy, fuck"
1,I need some new hoes
1,"I need sum hoes ah sum, cuz I wake up all I have is hella emails &#128557;&#128299; but not a Goodmoring or goodnight text. Shit not even a single text &#9995;&#128529;"
1,I need to change myself first. Im retarded as fuck
1,"I need to jump in the shop on fritag for 72 beers, hate looking like 20 odd.. I need to get 120 fags tae, going to look like a junkie"
1,I need to re up on some hoes
1,I need to stop being a little bitch lol
1,I never played a bitch... But bitches most definitely played they self
1,I never put no hoes b4 my bros
1,I never seen a Asian or Chinese bitch pregnant ..shit I throught they kids just spawn like call of duty &#128514;&#128557;
1,I never thought you could irritate me like. Please stop being a fucking bitch. Surprised your boyfriend puts up with you. #stupidspecs
1,I once tried to be everything this bitch said she wanted in a man... That shit didn't get me anywhere.
1,I only bring up lat name to the hoes I know with kids because they need to know
1,I only fuck with bad bitches I'm stiff
1,I only like women who&#8217;s pussy smell like burnt cheese
1,I only respect bitches that respect theyself.# truu
1,I only wanna see bad bitches on snap chat
1,I ont care cuz I got hoes. Dats rite I got plenty of em
1,I ont like no dramatic bitch so I just separate myself n shit
1,I ont like that game wit that retarded ass bird &#128530;
1,"I ordered 8 chocolate chip cookies &amp; this bitch gave me fries smh , I couldn't even take the shit back because I was gon be late for work"
1,I phone 6 cool but basic I'm girly bitch so dry n plain &#128553;
1,I picked Welbeck for my team. I have to be some kind of cunt yes
1,"I plan on eating this entire motherfucking pizza I just ordered like a mufucka, bitch."
1,I pull hoes tx.
1,I pull up in a gimme yo bitch
1,I put her pussy on the map!!!
1,"I put it ona bitch make her bang ma set &#128076; I gave this hoe dick , I came I left &#9996;&#65039;"
1,I rarely drink so drunk bitches irritate me
1,I realized Tacal is a bitch
1,I really am always there for my bitches and they know that &#128175;.
1,I really be baggin bitches with no problem in basketball shorts b I don't know if it's my smile or my cologne or maybe it's just my swag idk
1,I really can't stand while people slander shit 90% trash
1,I really committed to fucking with the richest of bitches
1,"I really don't be pressed for bitches on social media...

Do I talk to them? yes. 

Do I want them..... http://t.co/6wKvVpsXqP"
1,I really don't like that nigguh Paul tho
1,"I really hate a fat bitch cause I'm bony ,love smoking hella Swisher's when I'm feeling lonely (try me)voice &#128557;&#128557;"
1,"I really hate being a bitch to people, but at this point I no longer give a fuck"
1,I really hate when I don't get a response back to a text message. Like a bitch ain't see it or sum &#128545;
1,I really hope you and Cameron don't get back together you can do so much better than that ... &#8212; dont call her a hoe http://t.co/npX7GLtMst
1,"I really just did some hoe shyt, but just so u know im only a hoe for mr."
1,I really just wanna brake your fucking head in but I'll look like a bitch if hit you.....
1,I really think ppl defending Cassidy throw on Hotel at the crib when bitches are comin over
1,"I really wanna have a talk about life with the ""fuck her right in the pussy"" dude while smokin a blunt before I die"
1,I really wish I owned a rocket launcher to use on every retard driving in front of me today #roadrage
1,I refuse RT @LxrdLvndxn: Damn bitches are always talking shit about Draya!
1,I refuse to raise a child in this bitch ass country.
1,I remember 2 of my friends had this and I was jelly RT @Mike_got_hoes: Had this bitch you couldn't tell me SHIT bruh http://t.co/Kz3eiJ4Ugm
1,"I remember me &amp; duddy was arguing &amp; he gon say ""shut up bitch that's why you raped me !!!"" &#128514;&#128557;&#128514;&#128557; just childish"
1,I remember them bitches lmaoo
1,I remember when Milz drunk ass fell asleep while we where all playing Gears smh. What a fag
1,I remember when bitches wouldnt let a nigga fuck for like 3 months now its 3 days or so
1,"I remember when it was ""watch out for her, she has cooties!"" Now, it's ""stay away from that hoe, she has herpes."""
1,I remember when this lil bitch caught me slippin n had me get ina car an 2 mins later I'm lookin at this nigga holdin a gun in my face.
1,"I respect any nigga that tell me he got a bitch , so I fall the fuck back no hating &#128175;"
